	pairID	ancestor	descendant	TREEDIST_anc-to-desc	perc_seq_id	anc_seq_len	desc_seq_len	alignment_len	num_matches	num_subs	num_ins	num_dels	pfam	clan	type	pfam_Nseqs
60	FW_PF00389_p30	Q9CKF1_PASMU/14-327	Q9I6H5_PSEAE/13-326	0.53407	0.6687898089171974	314	314	314	210	104	0	0	PF00389	CL0063	Domain	78
61	RV_PF00389_p30	Q9I6H5_PSEAE/13-326	Q9CKF1_PASMU/14-327	0.53407	0.6687898089171974	314	314	314	210	104	0	0	PF00389	CL0063	Domain	78
62	FW_PF00389_p31	Q9HMR0_HALSA/3-311	SERA_ARCFU/3-312	1.0732	0.4336569579288026	309	310	311	134	174	2	1	PF00389	CL0063	Domain	78
63	RV_PF00389_p31	SERA_ARCFU/3-312	Q9HMR0_HALSA/3-311	1.0732	0.4336569579288026	310	309	311	134	174	1	2	PF00389	CL0063	Domain	78
64	FW_PF00389_p32	Q9K7P7_HALH5/3-318	TKRA_BACSU/6-322	1.3118699999999999	0.39556962025316456	316	317	321	125	187	5	4	PF00389	CL0063	Domain	78
65	RV_PF00389_p32	TKRA_BACSU/6-322	Q9K7P7_HALH5/3-318	1.3118699999999999	0.39556962025316456	317	316	321	125	187	4	5	PF00389	CL0063	Domain	78
66	FW_PF00389_p33	LDHD_TREPA/3-330	Q2FV62_STAA8/9-332	1.4216199999999999	0.3765432098765432	328	324	332	122	198	4	8	PF00389	CL0063	Domain	78
67	RV_PF00389_p33	Q2FV62_STAA8/9-332	LDHD_TREPA/3-330	1.4216199999999999	0.3765432098765432	324	328	332	122	198	8	4	PF00389	CL0063	Domain	78
68	FW_PF00389_p34	LDHD_ECOLI/3-329	Q9KMX4_VIBCH/4-330	0.59322	0.636085626911315	327	327	327	208	119	0	0	PF00389	CL0063	Domain	78
69	RV_PF00389_p34	Q9KMX4_VIBCH/4-330	LDHD_ECOLI/3-329	0.59322	0.636085626911315	327	327	327	208	119	0	0	PF00389	CL0063	Domain	78
70	FW_PF00389_p35	Q97U35_SACS2/2-295	Q9HK29_THEAC/3-309	4.0012799999999995	0.17346938775510204	294	307	314	51	236	20	7	PF00389	CL0063	Domain	78
71	RV_PF00389_p35	Q9HK29_THEAC/3-309	Q97U35_SACS2/2-295	4.0012799999999995	0.17346938775510204	307	294	314	51	236	7	20	PF00389	CL0063	Domain	78
72	FW_PF00389_p36	B0JPW3_MICAN/19-330	Q9KEA4_HALH5/2-311	3.29638	0.22903225806451613	312	310	319	71	232	7	9	PF00389	CL0063	Domain	78
73	RV_PF00389_p36	Q9KEA4_HALH5/2-311	B0JPW3_MICAN/19-330	3.29638	0.22903225806451613	310	312	319	71	232	9	7	PF00389	CL0063	Domain	78
74	FW_PF00389_p37	G1UB05_LACJO/8-330	LDHD_LACPL/6-329	0.82309	0.5108359133126935	323	324	324	165	158	1	0	PF00389	CL0063	Domain	78
75	RV_PF00389_p37	LDHD_LACPL/6-329	G1UB05_LACJO/8-330	0.82309	0.5108359133126935	324	323	324	165	158	0	1	PF00389	CL0063	Domain	78
76	FW_PF00389_p38	A6TI50_KLEP7/6-326	Q97ZK1_SACS2/20-326	3.6246	0.1498371335504886	321	307	323	46	259	2	16	PF00389	CL0063	Domain	78
77	RV_PF00389_p38	Q97ZK1_SACS2/20-326	A6TI50_KLEP7/6-326	3.6246	0.1498371335504886	307	321	323	46	259	16	2	PF00389	CL0063	Domain	78
