	pairID	ancestor	descendant	TREEDIST_anc-to-desc	perc_seq_id	anc_seq_len	desc_seq_len	alignment_len	num_matches	num_subs	num_ins	num_dels	pfam	clan	type	pfam_Nseqs	original_loc
14	FW_PF00198_p7	Q5HKM0_STAEQ/202-425	Q81CI7_BACCR/169-399	1.16716	0.4375	224	231	233	98	124	9	2	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
15	RV_PF00198_p7	Q81CI7_BACCR/169-399	Q5HKM0_STAEQ/202-425	1.16716	0.4375	231	224	233	98	124	2	9	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
16	FW_PF00198_p8	A4FGQ0_SACEN/225-452	Q73XK2_MYCPA/161-385	1.23666	0.4133333333333333	228	225	232	93	128	4	7	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
17	RV_PF00198_p8	Q73XK2_MYCPA/161-385	A4FGQ0_SACEN/225-452	1.23666	0.4133333333333333	225	228	232	93	128	7	4	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
18	FW_PF00198_p9	ODP2_BUCBP/176-410	Q87LU3_VIBPA/395-626	0.93388	0.4913793103448275	235	232	238	114	115	3	6	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
19	RV_PF00198_p9	Q87LU3_VIBPA/395-626	ODP2_BUCBP/176-410	0.93388	0.4913793103448275	232	235	238	114	115	6	3	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
20	FW_PF00198_p10	Q9KG97_HALH5/180-411	U5LA13_9BACI/162-388	1.01529	0.4493392070484581	232	227	235	102	122	3	8	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
21	RV_PF00198_p10	U5LA13_9BACI/162-388	Q9KG97_HALH5/180-411	1.01529	0.4493392070484581	227	232	235	102	122	8	3	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
22	FW_PF00198_p11	A0LLM2_SYNFM/206-441	Q1IX53_DEIGD/361-594	1.05466	0.4358974358974359	236	234	237	102	131	1	3	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
23	RV_PF00198_p11	Q1IX53_DEIGD/361-594	A0LLM2_SYNFM/206-441	1.05466	0.4358974358974359	234	236	237	102	131	3	1	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
24	FW_PF00198_p12	A8Z6A0_SULMW/148-370	Q8IJJ4_PLAF7/416-640	1.79561	0.3139013452914798	223	225	232	70	146	9	7	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
25	RV_PF00198_p12	Q8IJJ4_PLAF7/416-640	A8Z6A0_SULMW/148-370	1.79561	0.3139013452914798	225	223	232	70	146	7	9	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
26	FW_PF00198_p13	KGD_MYCS2/97-344	Q63HZ8_BURPS/252-481	2.42998	0.2521739130434782	248	230	251	58	169	3	21	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
27	RV_PF00198_p13	Q63HZ8_BURPS/252-481	KGD_MYCS2/97-344	2.42998	0.2521739130434782	230	248	251	58	169	21	3	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
28	FW_PF00198_p14	ODO2_BUCAI/188-418	Q8IEA6_PLAF7/189-419	0.83809	0.4978354978354978	231	231	231	115	116	0	0	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
29	RV_PF00198_p14	Q8IEA6_PLAF7/189-419	ODO2_BUCAI/188-418	0.83809	0.4978354978354978	231	231	231	115	116	0	0	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
30	FW_PF00198_p15	A9W9S5_CHLAA/229-461	Q8RD59_CALS4/185-414	1.00943	0.4782608695652174	233	230	235	110	118	2	5	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
31	RV_PF00198_p15	Q8RD59_CALS4/185-414	A9W9S5_CHLAA/229-461	1.00943	0.4782608695652174	230	233	235	110	118	5	2	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
32	FW_PF00198_p16	A0LSF1_ACIC1/217-449	O45279_CAEEL/97-322	1.36285	0.4247787610619469	233	226	235	96	128	2	9	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
33	RV_PF00198_p16	O45279_CAEEL/97-322	A0LSF1_ACIC1/217-449	1.36285	0.4247787610619469	226	233	235	96	128	9	2	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
34	FW_PF00198_p17	A7HBV2_ANADF/220-451	Q5SLR1_THET8/217-449	0.87556	0.5043103448275862	232	233	233	117	115	1	0	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
35	RV_PF00198_p17	Q5SLR1_THET8/217-449	A7HBV2_ANADF/220-451	0.87556	0.5043103448275862	233	232	233	117	115	0	1	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
36	FW_PF00198_p18	A7SJI4_NEMVE/174-396	B9KH21_ANAMF/208-432	1.02901	0.4484304932735426	223	225	230	100	118	7	5	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
37	RV_PF00198_p18	B9KH21_ANAMF/208-432	A7SJI4_NEMVE/174-396	1.02901	0.4484304932735426	225	223	230	100	118	5	7	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
38	FW_PF00198_p19	Q8DPQ9_STRR6/145-374	Q8RBW8_CALS4/173-398	1.6631399999999998	0.3407079646017699	230	226	235	77	144	5	9	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
39	RV_PF00198_p19	Q8RBW8_CALS4/173-398	Q8DPQ9_STRR6/145-374	1.6631399999999998	0.3407079646017699	226	230	235	77	144	9	5	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
40	FW_PF00198_p20	A5G5K2_GEOUR/156-387	Q0W153_METAR/195-425	1.0706099999999998	0.4848484848484848	232	231	235	112	116	3	4	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
41	RV_PF00198_p20	Q0W153_METAR/195-425	A5G5K2_GEOUR/156-387	1.0706099999999998	0.4848484848484848	231	232	235	112	116	4	3	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
42	FW_PF00198_p21	ODP2_MYCPN/169-401	Q6MPR6_BDEBA/309-540	1.7503	0.3663793103448275	233	232	234	85	146	1	2	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
43	RV_PF00198_p21	Q6MPR6_BDEBA/309-540	ODP2_MYCPN/169-401	1.7503	0.3663793103448275	232	233	234	85	146	2	1	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
44	FW_PF00198_p22	A5UU13_ROSS1/233-457	A9B180_HERA2/216-442	0.91287	0.4577777777777778	225	227	232	103	117	7	5	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
45	RV_PF00198_p22	A9B180_HERA2/216-442	A5UU13_ROSS1/233-457	0.91287	0.4577777777777778	227	225	232	103	117	5	7	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
46	FW_PF00198_p23	A0CLV5_PARTE/180-390	Q7PG41_ANOGA/236-467	1.21804	0.4360189573459715	211	232	233	92	118	22	1	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
47	RV_PF00198_p23	Q7PG41_ANOGA/236-467	A0CLV5_PARTE/180-390	1.21804	0.4360189573459715	232	211	233	92	118	1	22	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
48	FW_PF00198_p24	ODP2_SCHPO/252-483	ODP2_YEAST/248-482	0.89127	0.4913793103448275	232	235	235	114	118	3	0	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
49	RV_PF00198_p24	ODP2_YEAST/248-482	ODP2_SCHPO/252-483	0.89127	0.4913793103448275	235	232	235	114	118	0	3	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
50	FW_PF00198_p25	Q7MB23_PHOLL/166-382	Q87IG1_VIBPA/172-383	2.61707	0.2311320754716981	217	212	228	49	152	11	16	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
51	RV_PF00198_p25	Q87IG1_VIBPA/172-383	Q7MB23_PHOLL/166-382	2.61707	0.2311320754716981	212	217	228	49	152	16	11	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
52	FW_PF00198_p26	A2QTN3_ASPNC/236-469	Q6C806_YARLI/226-463	0.88676	0.4871794871794871	234	238	241	114	117	7	3	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
53	RV_PF00198_p26	Q6C806_YARLI/226-463	A2QTN3_ASPNC/236-469	0.88676	0.4871794871794871	238	234	241	114	117	3	7	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
54	FW_PF00198_p27	A4ICH2_LEIIN/226-463	Q018W7_OSTTA/269-503	0.9313	0.4808510638297872	238	235	243	113	117	5	8	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
55	RV_PF00198_p27	Q018W7_OSTTA/269-503	A4ICH2_LEIIN/226-463	0.9313	0.4808510638297872	235	238	243	113	117	8	5	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
56	FW_PF00198_p28	Q6MTX8_MYCMS/197-428	Q7UU97_RHOBA/235-467	1.45776	0.3836206896551724	232	233	233	89	143	1	0	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
57	RV_PF00198_p28	Q7UU97_RHOBA/235-467	Q6MTX8_MYCMS/197-428	1.45776	0.3836206896551724	233	232	233	89	143	0	1	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
58	FW_PF00198_p29	A1SQ65_NOCSJ/201-427	A4XEQ9_NOVAD/253-480	1.10324	0.4449339207048458	227	228	228	101	126	1	0	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
59	RV_PF00198_p29	A4XEQ9_NOVAD/253-480	A1SQ65_NOCSJ/201-427	1.10324	0.4449339207048458	228	227	228	101	126	0	1	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
60	FW_PF00198_p30	A5GEF2_GEOUR/180-403	Q67RX4_SYMTH/33-262	2.74194	0.2410714285714285	224	230	239	54	161	15	9	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
61	RV_PF00198_p30	Q67RX4_SYMTH/33-262	A5GEF2_GEOUR/180-403	2.74194	0.2410714285714285	230	224	239	54	161	9	15	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
62	FW_PF00198_p31	ODB2_ARATH/249-480	Q5KP05_CRYNJ/357-629	2.43048	0.2672413793103448	232	273	277	62	166	45	4	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
63	RV_PF00198_p31	Q5KP05_CRYNJ/357-629	ODB2_ARATH/249-480	2.43048	0.2672413793103448	273	232	277	62	166	4	45	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
64	FW_PF00198_p32	A5G2C9_ACICJ/193-425	O84249_CHLTR/201-428	0.97389	0.4736842105263157	233	228	235	108	118	2	7	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
65	RV_PF00198_p32	O84249_CHLTR/201-428	A5G2C9_ACICJ/193-425	0.97389	0.4736842105263157	228	233	235	108	118	7	2	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
66	FW_PF00198_p33	ODO2_STAA8/192-420	Q3A0D1_SYNC1/165-395	0.86063	0.5065502183406113	229	231	233	116	111	4	2	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
67	RV_PF00198_p33	Q3A0D1_SYNC1/165-395	ODO2_STAA8/192-420	0.86063	0.5065502183406113	231	229	233	116	111	2	4	PF00198	CL0149	Domain	69	CHERRIES_split0_all_metadata/PF00198_metadata.tsv
68	FW_PF00244_p0	A2F4K6_TRIV3/16-237	A2FSF9_TRIV3/12-232	3.42726	0.1990950226244343	222	221	231	44	168	9	10	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
69	RV_PF00244_p0	A2FSF9_TRIV3/12-232	A2F4K6_TRIV3/16-237	3.42726	0.1990950226244343	221	222	231	44	168	10	9	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
70	FW_PF00244_p1	A2E4R6_TRIV3/10-232	A2ERZ3_TRIV3/10-229	2.67811	0.2818181818181818	223	220	242	62	139	19	22	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
71	RV_PF00244_p1	A2ERZ3_TRIV3/10-229	A2E4R6_TRIV3/10-232	2.67811	0.2818181818181818	220	223	242	62	139	22	19	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
72	FW_PF00244_p2	G5CBL3_HETGA/9-228	W5L9Z1_ASTMX/18-238	0.2051299999999999	0.8181818181818182	220	221	223	180	38	3	2	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
73	RV_PF00244_p2	W5L9Z1_ASTMX/18-238	G5CBL3_HETGA/9-228	0.2051299999999999	0.8181818181818182	221	220	223	180	38	2	3	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
74	FW_PF00244_p3	H2MK95_ORYLA/9-229	H2UDY6_TAKRU/9-228	0.36957	0.7454545454545455	221	220	223	164	54	2	3	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
75	RV_PF00244_p3	H2UDY6_TAKRU/9-228	H2MK95_ORYLA/9-229	0.36957	0.7454545454545455	220	221	223	164	54	3	2	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
76	FW_PF00244_p4	Q22W55_TETTS/12-233	Q22W56_TETTS/64-286	0.42407	0.6666666666666666	222	223	227	148	70	5	4	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
77	RV_PF00244_p4	Q22W56_TETTS/64-286	Q22W55_TETTS/12-233	0.42407	0.6666666666666666	223	222	227	148	70	4	5	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
78	FW_PF00244_p5	F6WRN9_MACMU/9-229	G1K9B0_ANOCA/9-229	0.0448	0.9502262443438914	221	221	223	210	9	2	2	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
79	RV_PF00244_p5	G1K9B0_ANOCA/9-229	F6WRN9_MACMU/9-229	0.0448	0.9502262443438914	221	221	223	210	9	2	2	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
80	FW_PF00244_p6	G3NHE7_GASAC/7-226	I3J3G0_ORENI/10-235	0.45458	0.75	220	226	226	165	55	6	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
81	RV_PF00244_p6	I3J3G0_ORENI/10-235	G3NHE7_GASAC/7-226	0.45458	0.75	226	220	226	165	55	0	6	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
82	FW_PF00244_p7	N4V437_FUSC1/11-232	W1NJU8_AMBTC/14-240	1.25271	0.4369369369369369	222	227	234	97	118	12	7	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
83	RV_PF00244_p7	W1NJU8_AMBTC/14-240	N4V437_FUSC1/11-232	1.25271	0.4369369369369369	227	222	234	97	118	7	12	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
84	FW_PF00244_p8	A2DNU8_TRIV3/7-224	A2FB70_TRIV3/10-233	3.7626	0.2293577981651376	218	224	234	50	158	16	10	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
85	RV_PF00244_p8	A2FB70_TRIV3/10-233	A2DNU8_TRIV3/7-224	3.7626	0.2293577981651376	224	218	234	50	158	10	16	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
86	FW_PF00244_p9	C4V9T4_NOSCE/12-242	R0KXN9_NOSB1/12-239	0.45502	0.6885964912280702	231	228	231	157	71	0	3	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
87	RV_PF00244_p9	R0KXN9_NOSB1/12-239	C4V9T4_NOSCE/12-242	0.45502	0.6885964912280702	228	231	231	157	71	3	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
88	FW_PF00244_p10	A0A1X7UN56_AMPQE/11-234	A0A1X7UNU4_AMPQE/16-241	0.7350099999999999	0.59375	224	226	231	133	86	7	5	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
89	RV_PF00244_p10	A0A1X7UNU4_AMPQE/16-241	A0A1X7UN56_AMPQE/11-234	0.7350099999999999	0.59375	226	224	231	133	86	5	7	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
90	FW_PF00244_p11	1433_GIAIC/13-236	H6BX69_EXODN/9-231	0.70875	0.6143497757847534	224	223	225	137	85	1	2	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
91	RV_PF00244_p11	H6BX69_EXODN/9-231	1433_GIAIC/13-236	0.70875	0.6143497757847534	223	224	225	137	85	2	1	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
92	FW_PF00244_p12	A2EH41_TRIV3/10-231	A2G036_TRIV3/11-235	1.39413	0.4144144144144144	222	225	225	92	130	3	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
93	RV_PF00244_p12	A2G036_TRIV3/11-235	A2EH41_TRIV3/10-231	1.39413	0.4144144144144144	225	222	225	92	130	0	3	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
94	FW_PF00244_p13	A0A384KC89_PLAKH/20-242	A4S116_OSTLU/6-238	4.40312	0.1704035874439461	223	233	249	38	169	26	16	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
95	RV_PF00244_p13	A4S116_OSTLU/6-238	A0A384KC89_PLAKH/20-242	4.40312	0.1704035874439461	233	223	249	38	169	16	26	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
96	FW_PF00244_p14	A0A3B3ICU5_ORYLA/10-229	H3CUS8_TETNG/17-236	0.35574	0.7636363636363637	220	220	223	168	49	3	3	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
97	RV_PF00244_p14	H3CUS8_TETNG/17-236	A0A3B3ICU5_ORYLA/10-229	0.35574	0.7636363636363637	220	220	223	168	49	3	3	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
98	FW_PF00244_p15	A0A1X7V2V5_AMPQE/9-226	A7S4S2_NEMVE/10-232	0.57733	0.6467889908256881	218	223	227	141	73	9	4	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
99	RV_PF00244_p15	A7S4S2_NEMVE/10-232	A0A1X7V2V5_AMPQE/9-226	0.57733	0.6467889908256881	223	218	227	141	73	4	9	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
100	FW_PF00244_p16	G0SBN0_CHATD/11-233	K2RXL7_MACPH/11-231	0.42644	0.6923076923076923	223	221	224	153	67	1	3	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
101	RV_PF00244_p16	K2RXL7_MACPH/11-231	G0SBN0_CHATD/11-233	0.42644	0.6923076923076923	221	223	224	153	67	3	1	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
102	FW_PF00244_p17	B7G5Y2_PHATC/9-227	D7FN58_ECTSI/10-229	0.29207	0.7853881278538812	219	220	220	172	47	1	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
103	RV_PF00244_p17	D7FN58_ECTSI/10-229	B7G5Y2_PHATC/9-227	0.29207	0.7853881278538812	220	219	220	172	47	0	1	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
104	FW_PF00244_p18	M2RQX7_CERS8/16-241	S8EJY0_FOMPI/11-234	0.4545099999999999	0.6919642857142857	226	224	226	155	69	0	2	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
105	RV_PF00244_p18	S8EJY0_FOMPI/11-234	M2RQX7_CERS8/16-241	0.4545099999999999	0.6919642857142857	224	226	226	155	69	2	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
106	FW_PF00244_p19	F2Z6F8_YARLI/11-233	R4XJI5_TAPDE/9-233	0.34596	0.7668161434977578	223	225	225	171	52	2	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
107	RV_PF00244_p19	R4XJI5_TAPDE/9-233	F2Z6F8_YARLI/11-233	0.34596	0.7668161434977578	225	223	225	171	52	0	2	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
108	FW_PF00244_p20	A0CA92_PARTE/11-233	I7M2E3_TETTS/11-232	1.00103	0.5180180180180181	223	222	224	115	106	1	2	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
109	RV_PF00244_p20	I7M2E3_TETTS/11-232	A0CA92_PARTE/11-233	1.00103	0.5180180180180181	222	223	224	115	106	2	1	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
110	FW_PF00244_p21	D2VIW7_NAEGR/13-234	Q7X7A7_CHLRE/13-236	0.65462	0.6306306306306306	222	224	225	140	81	3	1	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
111	RV_PF00244_p21	Q7X7A7_CHLRE/13-236	D2VIW7_NAEGR/13-234	0.65462	0.6306306306306306	224	222	225	140	81	1	3	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
112	FW_PF00244_p22	A4HUU6_LEIIN/17-235	Q4DRH6_TRYCC/16-234	0.37422	0.7168949771689498	219	219	219	157	62	0	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
113	RV_PF00244_p22	Q4DRH6_TRYCC/16-234	A4HUU6_LEIIN/17-235	0.37422	0.7168949771689498	219	219	219	157	62	0	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
114	FW_PF00244_p23	T1FMT1_HELRO/11-230	T1FNZ9_HELRO/11-231	0.36855	0.740909090909091	220	221	221	163	57	1	0	PF00244	CL0020	Repeat	137	CHERRIES_split0_all_metadata/PF00244_metadata.tsv
