	pairID	ancestor	descendant	TREEDIST_anc-to-desc	perc_seq_id	anc_seq_len	desc_seq_len	alignment_len	num_matches	num_subs	num_ins	num_dels	pfam	clan	type	pfam_Nseqs	original_loc
34	FW_PF00389_p17	Q1GAA2_LACDA/5-332	Q97IU7_CLOAB/3-326	2.69194	0.2314814814814814	328	324	331	75	246	3	7	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
35	RV_PF00389_p17	Q97IU7_CLOAB/3-326	Q1GAA2_LACDA/5-332	2.69194	0.2314814814814814	324	328	331	75	246	7	3	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
36	FW_PF00389_p18	DDH_ZYMMO/3-331	P74586_SYNY3/3-330	1.08335	0.4573170731707317	329	328	329	150	178	0	1	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
37	RV_PF00389_p18	P74586_SYNY3/3-330	DDH_ZYMMO/3-331	1.08335	0.4573170731707317	328	329	329	150	178	1	0	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
38	FW_PF00389_p19	CTBP2_RAT/36-358	O28495_ARCFU/4-322	2.48201	0.2413793103448276	323	319	333	77	232	10	14	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
39	RV_PF00389_p19	O28495_ARCFU/4-322	CTBP2_RAT/36-358	2.48201	0.2413793103448276	319	323	333	77	232	14	10	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
40	FW_PF00389_p20	DDH_HAEIN/3-329	Q9JY94_NEIMB/3-329	0.3257	0.7553516819571865	327	327	327	247	80	0	0	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
41	RV_PF00389_p20	Q9JY94_NEIMB/3-329	DDH_HAEIN/3-329	0.3257	0.7553516819571865	327	327	327	247	80	0	0	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
42	FW_PF00389_p21	DDH1_SCHPO/3-330	DDH2_SCHPO/3-330	0.37208	0.7134146341463414	328	328	328	234	94	0	0	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
43	RV_PF00389_p21	DDH2_SCHPO/3-330	DDH1_SCHPO/3-330	0.37208	0.7134146341463414	328	328	328	234	94	0	0	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
44	FW_PF00389_p22	Q9Z564_STRCO/7-314	SERA_MYCLE/6-313	0.47644	0.6590909090909091	308	308	308	203	105	0	0	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
45	RV_PF00389_p22	SERA_MYCLE/6-313	Q9Z564_STRCO/7-314	0.47644	0.6590909090909091	308	308	308	203	105	0	0	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
46	FW_PF00389_p23	HPR2_ARATH/6-313	O25158_HELPY/4-314	2.63699	0.2175324675324675	308	311	315	67	237	7	4	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
47	RV_PF00389_p23	O25158_HELPY/4-314	HPR2_ARATH/6-313	2.63699	0.2175324675324675	311	308	315	67	237	4	7	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
48	FW_PF00389_p24	O17626_CAEEL/8-316	Q9VKI8_DROME/8-324	1.07887	0.459546925566343	309	317	317	142	167	8	0	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
49	RV_PF00389_p24	Q9VKI8_DROME/8-324	O17626_CAEEL/8-316	1.07887	0.459546925566343	317	309	317	142	167	0	8	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
50	FW_PF00389_p25	Q9A3I9_CAUVC/6-314	SERA_RAT/9-317	1.08735	0.4757281553398058	309	309	310	147	161	1	1	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
51	RV_PF00389_p25	SERA_RAT/9-317	Q9A3I9_CAUVC/6-314	1.08735	0.4757281553398058	309	309	310	147	161	1	1	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
52	FW_PF00389_p26	GHRB_ECOLI/5-319	Q9I1L0_PSEAE/4-318	0.7409699999999999	0.5714285714285714	315	315	316	180	134	1	1	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
53	RV_PF00389_p26	Q9I1L0_PSEAE/4-318	GHRB_ECOLI/5-319	0.7409699999999999	0.5714285714285714	315	315	316	180	134	1	1	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
54	FW_PF00389_p27	SERA_METJA/4-312	SERA_METTH/6-313	0.62971	0.6103896103896104	309	308	309	188	120	0	1	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
55	RV_PF00389_p27	SERA_METTH/6-313	SERA_METJA/4-312	0.62971	0.6103896103896104	308	309	309	188	120	1	0	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
56	FW_PF00389_p28	PDXB_PSEAE/3-285	PDXB_VIBCH/3-286	1.00461	0.4770318021201413	283	284	287	135	145	4	3	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
57	RV_PF00389_p28	PDXB_VIBCH/3-286	PDXB_PSEAE/3-285	1.00461	0.4770318021201413	284	283	287	135	145	3	4	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
58	FW_PF00389_p29	O66939_AQUAE/3-332	Q9RKF9_STRCO/17-329	2.7383	0.2172523961661341	330	313	341	68	234	11	28	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
59	RV_PF00389_p29	Q9RKF9_STRCO/17-329	O66939_AQUAE/3-332	2.7383	0.2172523961661341	313	330	341	68	234	28	11	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
60	FW_PF00389_p30	Q9CKF1_PASMU/14-327	Q9I6H5_PSEAE/13-326	0.53407	0.6687898089171974	314	314	314	210	104	0	0	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
61	RV_PF00389_p30	Q9I6H5_PSEAE/13-326	Q9CKF1_PASMU/14-327	0.53407	0.6687898089171974	314	314	314	210	104	0	0	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
62	FW_PF00389_p31	Q9HMR0_HALSA/3-311	SERA_ARCFU/3-312	1.0732	0.4336569579288026	309	310	311	134	174	2	1	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
63	RV_PF00389_p31	SERA_ARCFU/3-312	Q9HMR0_HALSA/3-311	1.0732	0.4336569579288026	310	309	311	134	174	1	2	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
64	FW_PF00389_p32	Q9K7P7_HALH5/3-318	TKRA_BACSU/6-322	1.31187	0.3955696202531645	316	317	321	125	187	5	4	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
65	RV_PF00389_p32	TKRA_BACSU/6-322	Q9K7P7_HALH5/3-318	1.31187	0.3955696202531645	317	316	321	125	187	4	5	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
66	FW_PF00389_p33	LDHD_TREPA/3-330	Q2FV62_STAA8/9-332	1.42162	0.3765432098765432	328	324	332	122	198	4	8	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
67	RV_PF00389_p33	Q2FV62_STAA8/9-332	LDHD_TREPA/3-330	1.42162	0.3765432098765432	324	328	332	122	198	8	4	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
68	FW_PF00389_p34	LDHD_ECOLI/3-329	Q9KMX4_VIBCH/4-330	0.59322	0.636085626911315	327	327	327	208	119	0	0	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
69	RV_PF00389_p34	Q9KMX4_VIBCH/4-330	LDHD_ECOLI/3-329	0.59322	0.636085626911315	327	327	327	208	119	0	0	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
70	FW_PF00389_p35	Q97U35_SACS2/2-295	Q9HK29_THEAC/3-309	4.00128	0.173469387755102	294	307	314	51	236	20	7	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
71	RV_PF00389_p35	Q9HK29_THEAC/3-309	Q97U35_SACS2/2-295	4.00128	0.173469387755102	307	294	314	51	236	7	20	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
72	FW_PF00389_p36	B0JPW3_MICAN/19-330	Q9KEA4_HALH5/2-311	3.29638	0.2290322580645161	312	310	319	71	232	7	9	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
73	RV_PF00389_p36	Q9KEA4_HALH5/2-311	B0JPW3_MICAN/19-330	3.29638	0.2290322580645161	310	312	319	71	232	9	7	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
74	FW_PF00389_p37	G1UB05_LACJO/8-330	LDHD_LACPL/6-329	0.82309	0.5108359133126935	323	324	324	165	158	1	0	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
75	RV_PF00389_p37	LDHD_LACPL/6-329	G1UB05_LACJO/8-330	0.82309	0.5108359133126935	324	323	324	165	158	0	1	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
76	FW_PF00389_p38	A6TI50_KLEP7/6-326	Q97ZK1_SACS2/20-326	3.6246	0.1498371335504886	321	307	323	46	259	2	16	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
77	RV_PF00389_p38	Q97ZK1_SACS2/20-326	A6TI50_KLEP7/6-326	3.6246	0.1498371335504886	307	321	323	46	259	16	2	PF00389	CL0063	Domain	78	CHERRIES_split1_all_metadata/PF00389_metadata.tsv
78	FW_PF02826_p0	Q6CDS0_YARLI/138-313	Q6CUU6_KLULA/123-302	0.92282	0.5113636363636364	176	180	184	90	82	8	4	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
79	RV_PF02826_p0	Q6CUU6_KLULA/123-302	Q6CDS0_YARLI/138-313	0.92282	0.5113636363636364	180	176	184	90	82	4	8	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
80	FW_PF02826_p1	Q6N907_RHOPA/110-279	Q8G427_BIFLO/129-304	1.46713	0.388235294117647	170	176	180	66	100	10	4	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
81	RV_PF02826_p1	Q8G427_BIFLO/129-304	Q6N907_RHOPA/110-279	1.46713	0.388235294117647	176	170	180	66	100	4	10	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
82	FW_PF02826_p2	Q7PM25_ANOGA/135-312	Q7UQC8_RHOBA/195-374	1.13417	0.449438202247191	178	180	184	80	94	6	4	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
83	RV_PF02826_p2	Q7UQC8_RHOBA/195-374	Q7PM25_ANOGA/135-312	1.13417	0.449438202247191	180	178	184	80	94	4	6	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
84	FW_PF02826_p3	Q930D0_RHIME/109-283	Q9A6E7_CAUVC/114-286	1.51163	0.3872832369942196	175	173	177	67	104	2	4	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
85	RV_PF02826_p3	Q9A6E7_CAUVC/114-286	Q930D0_RHIME/109-283	1.51163	0.3872832369942196	173	175	177	67	104	4	2	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
86	FW_PF02826_p4	Q88MC4_PSEPK/123-310	Q89388_PBCV1/137-330	1.34367	0.3829787234042553	188	194	198	72	112	10	4	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
87	RV_PF02826_p4	Q89388_PBCV1/137-330	Q88MC4_PSEPK/123-310	1.34367	0.3829787234042553	194	188	198	72	112	4	10	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
88	FW_PF02826_p5	Q81BC1_BACCR/94-272	Q9CHW4_LACLA/94-276	1.16249	0.4525139664804469	179	183	188	81	93	9	5	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
89	RV_PF02826_p5	Q9CHW4_LACLA/94-276	Q81BC1_BACCR/94-272	1.16249	0.4525139664804469	183	179	188	81	93	5	9	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
90	FW_PF02826_p6	Q8ES01_OCEIH/104-278	Q9KEA4_HALH5/104-278	1.6159100000000002	0.4171428571428571	175	175	175	73	102	0	0	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
91	RV_PF02826_p6	Q9KEA4_HALH5/104-278	Q8ES01_OCEIH/104-278	1.6159100000000002	0.4171428571428571	175	175	175	73	102	0	0	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
92	FW_PF02826_p7	Q744I9_MYCPA/117-290	Q8Y3G4_RALSO/125-311	1.5116999999999998	0.3908045977011494	174	187	187	68	106	13	0	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
93	RV_PF02826_p7	Q8Y3G4_RALSO/125-311	Q744I9_MYCPA/117-290	1.5116999999999998	0.3908045977011494	187	174	187	68	106	0	13	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
94	FW_PF02826_p8	Q7VWF3_BORPE/102-275	Q9I448_PSEAE/102-275	1.92013	0.3563218390804598	174	174	177	62	109	3	3	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
95	RV_PF02826_p8	Q9I448_PSEAE/102-275	Q7VWF3_BORPE/102-275	1.92013	0.3563218390804598	174	174	177	62	109	3	3	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
96	FW_PF02826_p9	Q1GAA2_LACDA/113-300	Q893I3_CLOTE/109-295	2.02723	0.3689839572192513	188	187	197	69	109	9	10	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
97	RV_PF02826_p9	Q893I3_CLOTE/109-295	Q1GAA2_LACDA/113-300	2.02723	0.3689839572192513	187	188	197	69	109	10	9	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
98	FW_PF02826_p10	A9CGR6_AGRFC/108-282	Q6N4R6_RHOPA/112-287	1.36752	0.4171428571428571	175	176	178	73	100	3	2	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
99	RV_PF02826_p10	Q6N4R6_RHOPA/112-287	A9CGR6_AGRFC/108-282	1.36752	0.4171428571428571	176	175	178	73	100	2	3	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
100	FW_PF02826_p11	Q73S82_MYCPA/116-289	Q92MQ6_RHIME/112-283	1.41482	0.3895348837209302	174	172	181	67	98	7	9	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
101	RV_PF02826_p11	Q92MQ6_RHIME/112-283	Q73S82_MYCPA/116-289	1.41482	0.3895348837209302	172	174	181	67	98	9	7	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
102	FW_PF02826_p12	Q7S5T8_NEUCR/126-309	Q82CV5_STRAW/110-278	2.87253	0.3254437869822485	184	169	186	55	112	2	17	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
103	RV_PF02826_p12	Q82CV5_STRAW/110-278	Q7S5T8_NEUCR/126-309	2.87253	0.3254437869822485	169	184	186	55	112	17	2	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
104	FW_PF02826_p13	FDH_NEUCR/129-314	S5YGN0_PARAH/156-335	1.02358	0.4777777777777778	186	180	187	86	93	1	7	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
105	RV_PF02826_p13	S5YGN0_PARAH/156-335	FDH_NEUCR/129-314	1.02358	0.4777777777777778	180	186	187	86	93	7	1	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
106	FW_PF02826_p14	Q9HK29_THEAC/103-277	YGDH_SCHPO/125-300	1.50806	0.3714285714285714	175	176	177	65	109	2	1	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
107	RV_PF02826_p14	YGDH_SCHPO/125-300	Q9HK29_THEAC/103-277	1.50806	0.3714285714285714	176	175	177	65	109	1	2	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
108	FW_PF02826_p15	Q75CF2_ASHGO/165-350	Q89QF5_BRADU/131-308	1.92814	0.3258426966292135	186	178	195	58	111	9	17	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
109	RV_PF02826_p15	Q89QF5_BRADU/131-308	Q75CF2_ASHGO/165-350	1.92814	0.3258426966292135	178	186	195	58	111	17	9	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
110	FW_PF02826_p16	A9CJ49_AGRFC/105-292	Q9RKF9_STRCO/121-297	2.32834	0.327683615819209	188	177	189	58	118	1	12	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
111	RV_PF02826_p16	Q9RKF9_STRCO/121-297	A9CJ49_AGRFC/105-292	2.32834	0.327683615819209	177	188	189	58	118	12	1	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
112	FW_PF02826_p17	Q8P7R1_XANCP/113-292	Q8YK31_NOSS1/109-295	1.35553	0.4166666666666667	180	187	190	75	102	10	3	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
113	RV_PF02826_p17	Q8YK31_NOSS1/109-295	Q8P7R1_XANCP/113-292	1.35553	0.4166666666666667	187	180	190	75	102	3	10	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
114	FW_PF02826_p18	Q8G843_BIFLO/88-263	Q9CE59_LACLA/105-280	1.46693	0.3693181818181818	176	176	176	65	111	0	0	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
115	RV_PF02826_p18	Q9CE59_LACLA/105-280	Q8G843_BIFLO/88-263	1.46693	0.3693181818181818	176	176	176	65	111	0	0	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
116	FW_PF02826_p19	Q6L245_PICTO/106-276	Q972A9_SULTO/110-285	1.4312399999999998	0.3508771929824561	171	176	181	60	106	10	5	PF02826	CL0063	Domain	133	CHERRIES_split1_all_metadata/PF02826_metadata.tsv
