	pairID	ancestor	descendant	TREEDIST_anc-to-desc	perc_seq_id	anc_seq_len	desc_seq_len	alignment_len	num_matches	num_subs	num_ins	num_dels	pfam	clan	type	pfam_Nseqs
28	FW_PF00198_p14	ODO2_BUCAI/188-418	Q8IEA6_PLAF7/189-419	0.83809	0.49783549783549785	231	231	231	115	116	0	0	PF00198	CL0149	Domain	69
29	RV_PF00198_p14	Q8IEA6_PLAF7/189-419	ODO2_BUCAI/188-418	0.83809	0.49783549783549785	231	231	231	115	116	0	0	PF00198	CL0149	Domain	69
30	FW_PF00198_p15	A9W9S5_CHLAA/229-461	Q8RD59_CALS4/185-414	1.00943	0.4782608695652174	233	230	235	110	118	2	5	PF00198	CL0149	Domain	69
31	RV_PF00198_p15	Q8RD59_CALS4/185-414	A9W9S5_CHLAA/229-461	1.00943	0.4782608695652174	230	233	235	110	118	5	2	PF00198	CL0149	Domain	69
32	FW_PF00198_p16	A0LSF1_ACIC1/217-449	O45279_CAEEL/97-322	1.36285	0.4247787610619469	233	226	235	96	128	2	9	PF00198	CL0149	Domain	69
33	RV_PF00198_p16	O45279_CAEEL/97-322	A0LSF1_ACIC1/217-449	1.36285	0.4247787610619469	226	233	235	96	128	9	2	PF00198	CL0149	Domain	69
34	FW_PF00198_p17	A7HBV2_ANADF/220-451	Q5SLR1_THET8/217-449	0.87556	0.5043103448275862	232	233	233	117	115	1	0	PF00198	CL0149	Domain	69
35	RV_PF00198_p17	Q5SLR1_THET8/217-449	A7HBV2_ANADF/220-451	0.87556	0.5043103448275862	233	232	233	117	115	0	1	PF00198	CL0149	Domain	69
36	FW_PF00198_p18	A7SJI4_NEMVE/174-396	B9KH21_ANAMF/208-432	1.02901	0.4484304932735426	223	225	230	100	118	7	5	PF00198	CL0149	Domain	69
37	RV_PF00198_p18	B9KH21_ANAMF/208-432	A7SJI4_NEMVE/174-396	1.02901	0.4484304932735426	225	223	230	100	118	5	7	PF00198	CL0149	Domain	69
38	FW_PF00198_p19	Q8DPQ9_STRR6/145-374	Q8RBW8_CALS4/173-398	1.6631399999999998	0.3407079646017699	230	226	235	77	144	5	9	PF00198	CL0149	Domain	69
39	RV_PF00198_p19	Q8RBW8_CALS4/173-398	Q8DPQ9_STRR6/145-374	1.6631399999999998	0.3407079646017699	226	230	235	77	144	9	5	PF00198	CL0149	Domain	69
40	FW_PF00198_p20	A5G5K2_GEOUR/156-387	Q0W153_METAR/195-425	1.0706099999999998	0.48484848484848486	232	231	235	112	116	3	4	PF00198	CL0149	Domain	69
41	RV_PF00198_p20	Q0W153_METAR/195-425	A5G5K2_GEOUR/156-387	1.0706099999999998	0.48484848484848486	231	232	235	112	116	4	3	PF00198	CL0149	Domain	69
42	FW_PF00198_p21	ODP2_MYCPN/169-401	Q6MPR6_BDEBA/309-540	1.7503	0.36637931034482757	233	232	234	85	146	1	2	PF00198	CL0149	Domain	69
43	RV_PF00198_p21	Q6MPR6_BDEBA/309-540	ODP2_MYCPN/169-401	1.7503	0.36637931034482757	232	233	234	85	146	2	1	PF00198	CL0149	Domain	69
44	FW_PF00198_p22	A5UU13_ROSS1/233-457	A9B180_HERA2/216-442	0.9128700000000001	0.4577777777777778	225	227	232	103	117	7	5	PF00198	CL0149	Domain	69
45	RV_PF00198_p22	A9B180_HERA2/216-442	A5UU13_ROSS1/233-457	0.9128700000000001	0.4577777777777778	227	225	232	103	117	5	7	PF00198	CL0149	Domain	69
46	FW_PF00198_p23	A0CLV5_PARTE/180-390	Q7PG41_ANOGA/236-467	1.21804	0.43601895734597157	211	232	233	92	118	22	1	PF00198	CL0149	Domain	69
47	RV_PF00198_p23	Q7PG41_ANOGA/236-467	A0CLV5_PARTE/180-390	1.21804	0.43601895734597157	232	211	233	92	118	1	22	PF00198	CL0149	Domain	69
48	FW_PF00198_p24	ODP2_SCHPO/252-483	ODP2_YEAST/248-482	0.89127	0.49137931034482757	232	235	235	114	118	3	0	PF00198	CL0149	Domain	69
49	RV_PF00198_p24	ODP2_YEAST/248-482	ODP2_SCHPO/252-483	0.89127	0.49137931034482757	235	232	235	114	118	0	3	PF00198	CL0149	Domain	69
50	FW_PF00198_p25	Q7MB23_PHOLL/166-382	Q87IG1_VIBPA/172-383	2.61707	0.23113207547169812	217	212	228	49	152	11	16	PF00198	CL0149	Domain	69
51	RV_PF00198_p25	Q87IG1_VIBPA/172-383	Q7MB23_PHOLL/166-382	2.61707	0.23113207547169812	212	217	228	49	152	16	11	PF00198	CL0149	Domain	69
52	FW_PF00198_p26	A2QTN3_ASPNC/236-469	Q6C806_YARLI/226-463	0.88676	0.48717948717948717	234	238	241	114	117	7	3	PF00198	CL0149	Domain	69
53	RV_PF00198_p26	Q6C806_YARLI/226-463	A2QTN3_ASPNC/236-469	0.88676	0.48717948717948717	238	234	241	114	117	3	7	PF00198	CL0149	Domain	69
54	FW_PF00198_p27	A4ICH2_LEIIN/226-463	Q018W7_OSTTA/269-503	0.9313	0.4808510638297872	238	235	243	113	117	5	8	PF00198	CL0149	Domain	69
55	RV_PF00198_p27	Q018W7_OSTTA/269-503	A4ICH2_LEIIN/226-463	0.9313	0.4808510638297872	235	238	243	113	117	8	5	PF00198	CL0149	Domain	69
56	FW_PF00198_p28	Q6MTX8_MYCMS/197-428	Q7UU97_RHOBA/235-467	1.45776	0.38362068965517243	232	233	233	89	143	1	0	PF00198	CL0149	Domain	69
57	RV_PF00198_p28	Q7UU97_RHOBA/235-467	Q6MTX8_MYCMS/197-428	1.45776	0.38362068965517243	233	232	233	89	143	0	1	PF00198	CL0149	Domain	69
58	FW_PF00198_p29	A1SQ65_NOCSJ/201-427	A4XEQ9_NOVAD/253-480	1.10324	0.44493392070484583	227	228	228	101	126	1	0	PF00198	CL0149	Domain	69
59	RV_PF00198_p29	A4XEQ9_NOVAD/253-480	A1SQ65_NOCSJ/201-427	1.10324	0.44493392070484583	228	227	228	101	126	0	1	PF00198	CL0149	Domain	69
60	FW_PF00198_p30	A5GEF2_GEOUR/180-403	Q67RX4_SYMTH/33-262	2.74194	0.24107142857142858	224	230	239	54	161	15	9	PF00198	CL0149	Domain	69
61	RV_PF00198_p30	Q67RX4_SYMTH/33-262	A5GEF2_GEOUR/180-403	2.74194	0.24107142857142858	230	224	239	54	161	9	15	PF00198	CL0149	Domain	69
62	FW_PF00198_p31	ODB2_ARATH/249-480	Q5KP05_CRYNJ/357-629	2.43048	0.2672413793103448	232	273	277	62	166	45	4	PF00198	CL0149	Domain	69
63	RV_PF00198_p31	Q5KP05_CRYNJ/357-629	ODB2_ARATH/249-480	2.43048	0.2672413793103448	273	232	277	62	166	4	45	PF00198	CL0149	Domain	69
64	FW_PF00198_p32	A5G2C9_ACICJ/193-425	O84249_CHLTR/201-428	0.97389	0.47368421052631576	233	228	235	108	118	2	7	PF00198	CL0149	Domain	69
65	RV_PF00198_p32	O84249_CHLTR/201-428	A5G2C9_ACICJ/193-425	0.97389	0.47368421052631576	228	233	235	108	118	7	2	PF00198	CL0149	Domain	69
66	FW_PF00198_p33	ODO2_STAA8/192-420	Q3A0D1_SYNC1/165-395	0.86063	0.5065502183406113	229	231	233	116	111	4	2	PF00198	CL0149	Domain	69
67	RV_PF00198_p33	Q3A0D1_SYNC1/165-395	ODO2_STAA8/192-420	0.86063	0.5065502183406113	231	229	233	116	111	2	4	PF00198	CL0149	Domain	69
